step_count,eval reward,Return (Test),Max Step Count (Test),reward
49,-0.26209381222724915,-13.104690551757812,49.0,-0.966206431388855
49,-0.23346737027168274,-11.673368453979492,49.0,-0.9786378741264343
49,-0.18796031177043915,-9.398015975952148,49.0,-0.9526738524436951
49,-0.25630104541778564,-12.815052032470703,49.0,-0.9974708557128906
49,-0.2135705202817917,-10.678525924682617,49.0,-0.9804750680923462
49,-0.2821374833583832,-14.106874465942383,49.0,-0.9934214949607849
49,-0.1772974282503128,-8.864871978759766,49.0,-0.9666747450828552
49,-0.22118908166885376,-11.059453964233398,49.0,-0.9651702046394348
49,-0.21914951503276825,-10.957475662231445,49.0,-0.9671851992607117
49,-0.22120097279548645,-11.060049057006836,49.0,-0.9879591464996338
49,-0.2499476969242096,-12.497385025024414,49.0,-0.952039361000061
49,-0.23004144430160522,-11.50207233428955,49.0,-0.9377827048301697
49,-0.12951022386550903,-6.475511074066162,49.0,-1.0018200874328613
49,-0.21022987365722656,-10.511493682861328,49.0,-0.9549412131309509
49,-0.19801440834999084,-9.900720596313477,49.0,-0.9808545112609863
49,-0.20090259611606598,-10.045129776000977,49.0,-0.9854688048362732
49,-0.115521140396595,-5.776057243347168,49.0,-0.9830036759376526
49,-0.1797499656677246,-8.98749828338623,49.0,-0.9818118214607239
49,-0.16588462889194489,-8.294231414794922,49.0,-0.9520961046218872
49,-0.24251246452331543,-12.12562370300293,49.0,-0.9717170596122742
49,-0.11651162803173065,-5.8255815505981445,49.0,-0.9948008060455322
49,-0.17113108932971954,-8.556554794311523,49.0,-0.9452198147773743
49,-0.20149122178554535,-10.07456111907959,49.0,-0.9908843636512756
49,-0.16018220782279968,-8.009110450744629,49.0,-0.9413855671882629
49,-0.23864011466503143,-11.932005882263184,49.0,-0.9893701076507568
49,-0.14078275859355927,-7.039137840270996,49.0,-0.9809041023254395
49,-0.30377197265625,-15.1885986328125,49.0,-0.9774648547172546
49,-0.1775183081626892,-8.87591552734375,49.0,-0.9722423553466797
49,-0.22321197390556335,-11.160598754882812,49.0,-0.982421875
49,-0.15420855581760406,-7.710428237915039,49.0,-0.9717782735824585
49,-0.130984365940094,-6.54921817779541,49.0,-0.9792743921279907
49,-0.15809190273284912,-7.904595375061035,49.0,-1.0031481981277466
49,-0.17078174650669098,-8.539087295532227,49.0,-0.9958581924438477
49,-0.21652305126190186,-10.826152801513672,49.0,-0.979486346244812
49,-0.22278611361980438,-11.13930606842041,49.0,-0.9773114323616028
49,-0.12444017082452774,-6.22200870513916,49.0,-0.9518232941627502
49,-0.2418634295463562,-12.093172073364258,49.0,-0.9683045148849487
