step_count,eval reward,Return (Test),Max Step Count (Test),reward
43,0.49587616324424744,29.25669288635254,58.0,0.690909206867218
56,0.5026291012763977,29.152488708496094,57.0,0.719733476638794
55,0.5010817050933838,29.062740325927734,57.0,0.7007160782814026
71,0.49836376309394836,29.403461456298828,58.0,0.748577356338501
65,0.5012609362602234,29.073135375976562,57.0,0.7309325337409973
57,0.4958135783672333,28.757186889648438,57.0,0.6239550113677979
38,0.5034098029136658,29.19776725769043,57.0,0.6536338329315186
66,0.5023956298828125,29.138946533203125,57.0,0.7061883807182312
49,0.5030990242958069,29.179744720458984,57.0,0.7279912233352661
38,0.4945877194404602,28.68608856201172,57.0,0.6848464012145996
49,0.4949958622455597,29.204755783081055,58.0,0.7234535217285156
73,0.4927785098552704,29.073932647705078,58.0,0.7152004241943359
61,0.49425554275512695,29.16107749938965,58.0,0.777231752872467
57,0.49455350637435913,28.68410301208496,57.0,0.7362217307090759
58,0.4928264915943146,29.076763153076172,58.0,0.7338247299194336
55,0.4997493028640747,29.48520851135254,58.0,0.6951106190681458
63,0.5001847147941589,29.51089859008789,58.0,0.6543443202972412
93,0.4961518943309784,28.776809692382812,57.0,0.7338884472846985
48,0.4933589994907379,29.10818099975586,58.0,0.709279477596283
84,0.4868437647819519,29.21062469482422,59.0,0.6155856251716614
64,0.49393439292907715,29.14212989807129,58.0,0.6945201754570007
80,0.49161407351493835,29.005229949951172,58.0,0.6243612170219421
44,0.49789315462112427,28.877803802490234,57.0,0.7295371890068054
62,0.5023351311683655,29.13543701171875,57.0,0.7339988350868225
69,0.49838075041770935,29.404464721679688,58.0,0.6481828689575195
47,0.4910496175289154,28.971927642822266,58.0,0.6834754943847656
53,0.4955972731113434,29.240238189697266,58.0,0.6869444251060486
60,0.4999946057796478,28.99968719482422,57.0,0.5844253301620483
58,0.4997340738773346,28.984577178955078,57.0,0.7463147044181824
45,0.4881492555141449,28.800806045532227,58.0,0.7314955592155457
61,0.4947413206100464,28.694995880126953,57.0,0.7062655091285706
47,0.48924264311790466,28.86531639099121,58.0,0.6260700821876526
74,0.4918566048145294,29.01953887939453,58.0,0.6630600690841675
59,0.5001429915428162,29.0082950592041,57.0,0.725589394569397
61,0.49906226992607117,28.94561195373535,57.0,0.7710976004600525
52,0.4967235028743744,28.80996322631836,57.0,0.7448228001594543
83,0.4983600676059723,28.904884338378906,57.0,0.7552490830421448
60,0.5096863508224487,29.052120208740234,56.0,0.7742325067520142
70,0.5002378821372986,29.013797760009766,57.0,0.7521688342094421
56,0.5004644393920898,29.527400970458984,58.0,0.6297757029533386
80,0.49550843238830566,29.234996795654297,58.0,0.6683228015899658
66,0.4932039678096771,29.09903335571289,58.0,0.6803849339485168
65,0.4961727559566498,29.274192810058594,58.0,0.7342632412910461
37,0.5018118619918823,29.105087280273438,57.0,0.6830571293830872
58,0.5002817511558533,29.016340255737305,57.0,0.730967104434967
75,0.5033843517303467,29.196292877197266,57.0,0.7073338031768799
84,0.49716195464134216,29.332555770874023,58.0,0.7511791586875916
67,0.49312350153923035,28.601163864135742,57.0,0.6374204158782959
68,0.49650993943214417,29.294086456298828,58.0,0.7389007210731506
55,0.49556443095207214,28.74273681640625,57.0,0.7422003149986267
