step_count,eval reward,Return (Test),Max Step Count (Test),reward
41,0.46421608328819275,51.527984619140625,110.0,0.11769276112318039
75,0.451741099357605,52.4019660949707,115.0,0.12335152179002762
44,0.46455514430999756,51.10106658935547,109.0,0.05767982080578804
50,0.4425443112850189,45.13951873779297,101.0,0.18428941071033478
60,0.47265464067459106,54.35528564453125,114.0,0.10027232766151428
48,0.44511154294013977,48.96227264404297,109.0,0.09472169727087021
71,0.4617837965488434,48.48729705810547,104.0,0.09648782014846802
50,0.467260479927063,54.20221710205078,115.0,0.04370339959859848
38,0.46957868337631226,55.879859924316406,118.0,0.03854801878333092
54,0.4701673090457916,55.00957107543945,116.0,0.13312165439128876
54,0.4421073794364929,47.30549240112305,106.0,0.10327577590942383
49,0.47002989053726196,52.64334487915039,111.0,0.1293216347694397
45,0.4661453664302826,53.14057159423828,113.0,0.048678863793611526
47,0.47142326831817627,54.68510055541992,115.0,0.13163626194000244
63,0.4541149437427521,47.22795104980469,103.0,0.14334164559841156
48,0.46952468156814575,57.75153732299805,122.0,0.05742351710796356
48,0.4699646532535553,54.045936584472656,114.0,-0.009117664769291878
59,0.4650617837905884,53.947166442871094,115.0,0.050915054976940155
46,0.46238285303115845,50.86211395263672,109.0,0.0484720841050148
41,0.4660502076148987,51.731571197509766,110.0,0.04390633478760719
63,0.46429508924484253,53.85823059082031,115.0,0.11508187651634216
51,0.4695892930030823,52.593997955322266,111.0,0.07454842329025269
63,0.46503594517707825,53.4791374206543,114.0,0.09113865345716476
70,0.4598363935947418,51.041839599609375,110.0,0.0501084178686142
37,0.4771604537963867,57.73641586303711,120.0,0.09353944659233093
47,0.4673570394515991,54.213417053222656,115.0,0.12799863517284393
56,0.466226726770401,56.41343688964844,120.0,0.08287199586629868
45,0.46428778767585754,51.53594207763672,110.0,0.11566052585840225
52,0.4823428690433502,54.98708724975586,113.0,0.06532968580722809
41,0.465828537940979,51.24114227294922,109.0,0.043459199368953705
63,0.46934905648231506,55.3831901550293,117.0,0.1343633234500885
53,0.45741006731987,53.51697540283203,116.0,0.10355572402477264
36,0.4689055383205414,52.517417907714844,111.0,0.04436264559626579
50,0.4644983112812042,52.95280838012695,113.0,0.07998023182153702
54,0.46510985493659973,55.81317901611328,119.0,0.043163325637578964
73,0.4558461904525757,50.14308166503906,109.0,0.050870634615421295
52,0.44151753187179565,47.24237823486328,106.0,0.11412732303142548
41,0.47701171040534973,59.149452209472656,123.0,0.04220733046531677
69,0.46926575899124146,53.9655647277832,114.0,0.041880421340465546
47,0.46447092294692993,52.0207405090332,111.0,0.15666010975837708
43,0.4629027843475342,54.15962219238281,116.0,0.08808056265115738
50,0.4685024321079254,54.346282958984375,115.0,0.05555938184261322
43,0.46988728642463684,52.15748596191406,110.0,0.00833049789071083
43,0.46771425008773804,54.722564697265625,116.0,0.07499440759420395
36,0.4670935571193695,56.05122375488281,119.0,0.09738059341907501
52,0.46488088369369507,55.320823669433594,118.0,0.12242703884840012
41,0.4527188837528229,48.440921783447266,106.0,0.08370745927095413
44,0.45288145542144775,48.911197662353516,107.0,0.08138008415699005
