reward,step_count,lr,eval reward,Return (test),Max step count (test)
9.091526985168457,12,0.0003,9.284879684448242,129.98831176757812,13.0
9.14244556427002,17,0.00029999925978027874,9.296220779418945,427.6261291503906,45.0
9.159605979919434,22,0.00029999703912842054,9.293608665466309,278.8082580566406,29.0
9.180611610412598,22,0.00029999333806634247,9.33975601196289,1074.072021484375,114.0
9.21135139465332,31,0.00029998815663057245,9.335969924926758,952.2688598632812,101.0
9.221529960632324,33,0.00029998149487224914,9.325057029724121,634.1038818359375,67.0
9.224872589111328,42,0.00029997335285712143,9.353408813476562,6930.8759765625,740.0
9.245203018188477,35,0.0002999637306655477,9.335012435913086,793.4760131835938,84.0
9.250033378601074,53,0.000299952628392495,9.339892387390137,868.6099853515625,92.0
9.268228530883789,60,0.0002999400461475385,9.338494300842285,9338.494140625,999.0
9.262544631958008,42,0.0002999259840548598,9.288032531738281,613.0101318359375,65.0
9.278590202331543,59,0.000299910442253246,9.359138488769531,9359.1376953125,999.0
9.281904220581055,67,0.00029989342089608846,9.301353454589844,474.3689880371094,50.0
9.281959533691406,89,0.0002998749201513811,9.311650276184082,921.8533325195312,98.0
9.274311065673828,55,0.00029985494020171884,9.274040222167969,306.0433044433594,32.0
9.286728858947754,59,0.00029983348124429566,9.33243465423584,839.9191284179688,89.0
9.267436027526855,44,0.0002998105434909028,9.217988014221191,433.2454528808594,46.0
9.2833833694458,73,0.0002997861271679266,9.289441108703613,1142.601318359375,122.0
9.28117847442627,56,0.0002997602325163464,9.32101821899414,9321.017578125,999.0
9.293096542358398,75,0.0002997328597917319,9.249905586242676,323.7467041015625,34.0
9.283358573913574,69,0.0002997040092642408,9.312704086303711,596.0130615234375,63.0
9.2827730178833,69,0.0002996736812186163,9.326531410217285,9326.53125,999.0
9.28784465789795,84,0.0002996418759541838,9.328506469726562,9328.505859375,999.0
9.291093826293945,64,0.0002996085937848486,9.359687805175781,9359.6875,999.0
9.293861389160156,61,0.0002995738350390921,9.311502456665039,679.7396850585938,72.0
9.281172752380371,60,0.0002995376000599692,9.35905933380127,9359.05859375,999.0
9.275056838989258,57,0.00029949988920510446,9.35744857788086,9357.4482421875,999.0
9.281396865844727,55,0.0002994607028466888,9.359683990478516,9359.68359375,999.0
9.294431686401367,92,0.00029942004137147586,9.358787536621094,9358.787109375,999.0
9.288129806518555,53,0.0002993779051807778,9.327512741088867,2872.8740234375,307.0
9.301158905029297,97,0.0002993342946904619,9.330113410949707,755.7391967773438,80.0
