reward,step_count,lr,eval reward,Return (test),Max step count (test)
-0.005885645281523466,999,0.0003,0.029209451749920845,29.209449768066406,999.0
0.026596512645483017,998,0.00029999925978027874,0.03861252963542938,38.612525939941406,999.0
0.015460495837032795,999,0.00029999703912842054,0.035031456500291824,35.031455993652344,999.0
0.02765396237373352,999,0.00029999333806634247,0.03976433724164963,39.76433563232422,999.0
0.026593346148729324,999,0.00029998815663057245,0.041927993297576904,41.9279899597168,999.0
0.016325687989592552,999,0.00029998149487224914,0.04097157344222069,40.97157287597656,999.0
0.023383064195513725,999,0.00029997335285712143,0.041934236884117126,41.934234619140625,999.0
0.02147548273205757,999,0.0002999637306655477,0.0427662692964077,42.766265869140625,999.0
0.026889046654105186,999,0.000299952628392495,0.04276365786790848,42.76365661621094,999.0
0.029094979166984558,999,0.0002999400461475385,0.04700940102338791,47.0093994140625,999.0
0.027707450091838837,999,0.0002999259840548598,0.044097691774368286,44.09769058227539,999.0
0.03433522954583168,999,0.000299910442253246,0.04720257967710495,47.20257568359375,999.0
0.03614502027630806,999,0.00029989342089608846,0.04745514318346977,47.45513916015625,999.0
0.03287850692868233,999,0.0002998749201513811,0.04824377968907356,48.243778228759766,999.0
0.03740580752491951,999,0.00029985494020171884,0.047771722078323364,47.77172088623047,999.0
0.024014906957745552,999,0.00029983348124429566,0.04699430987238884,46.99430847167969,999.0
0.034078579396009445,999,0.0002998105434909028,0.04431730508804321,44.31730270385742,999.0
0.04256579279899597,999,0.0002997861271679266,0.03780042380094528,37.80042266845703,999.0
0.024914056062698364,999,0.0002997602325163464,0.04225025326013565,42.25025177001953,999.0
0.039740532636642456,999,0.0002997328597917319,0.04304923489689827,43.049232482910156,999.0
0.03612362965941429,999,0.0002997040092642408,0.04333818331360817,43.33818054199219,999.0
0.029523737728595734,999,0.0002996736812186163,0.040751609951257706,40.751609802246094,999.0
0.033833373337984085,999,0.0002996418759541838,0.044700738042593,44.70073699951172,999.0
0.035586826503276825,999,0.0002996085937848486,0.041922472417354584,41.92247009277344,999.0
0.03714793547987938,999,0.0002995738350390921,0.04321104660630226,43.21104431152344,999.0
0.03835535794496536,999,0.0002995376000599692,0.04401308298110962,44.01308059692383,999.0
0.035986047238111496,999,0.00029949988920510446,0.04171120747923851,41.711204528808594,999.0
0.03874431177973747,999,0.0002994607028466888,0.0446477010846138,44.64769744873047,999.0
0.03734758496284485,999,0.00029942004137147586,0.04602234438061714,46.022342681884766,999.0
0.02974274381995201,999,0.0002993779051807778,0.048463694751262665,48.46369171142578,999.0
0.033610884100198746,999,0.0002993342946904619,0.0457959920167923,45.795989990234375,999.0
0.03030005842447281,999,0.0002992892103309462,0.04172105714678764,41.72105407714844,999.0
0.038401734083890915,999,0.00029924265254719496,0.04440004378557205,44.40004348754883,999.0
0.03785831853747368,999,0.00029919462179871475,0.04601120203733444,46.011199951171875,999.0
0.03323325887322426,999,0.0002991451185595498,0.042698923498392105,42.69892120361328,999.0
0.03574853762984276,999,0.0002990941433182769,0.04192293435335159,41.92293167114258,999.0
0.03585726395249367,999,0.0002990416965780012,0.045608408749103546,45.60840606689453,999.0
0.03497060388326645,999,0.00029898777885635085,0.04553358629345894,45.53358459472656,999.0
0.035425636917352676,999,0.000298932390685472,0.04853680729866028,48.53680419921875,999.0
0.03558146581053734,999,0.00029887553261202354,0.04426342993974686,44.263427734375,999.0
0.037057843059301376,999,0.00029881720519717164,0.041957974433898926,41.95797348022461,999.0
0.035644445568323135,999,0.0002987574090165844,0.041590265929698944,41.59026336669922,999.0
0.03819502517580986,999,0.00029869614466042593,0.041531339287757874,41.53133773803711,999.0
0.034000083804130554,999,0.0002986334127333508,0.041614290326833725,41.614288330078125,999.0
0.03401816263794899,999,0.00029856921385449763,0.035203129053115845,35.203128814697266,999.0
0.03843359276652336,999,0.0002985035486574836,0.03973051533102989,39.73051452636719,999.0
0.03267133608460426,999,0.00029843641779039756,0.040467362850904465,40.46736145019531,999.0
0.03100826032459736,999,0.0002983678219157942,0.03913594037294388,39.13593673706055,999.0
0.03627365455031395,999,0.0002982977617106871,0.03887529298663139,38.87528991699219,999.0
0.03271801769733429,999,0.00029822623786654207,0.03862224146723747,38.62223815917969,999.0
0.03572464361786842,999,0.00029815325108927063,0.0352039560675621,35.20395278930664,999.0
0.03376166149973869,999,0.00029807880209922283,0.04445626959204674,44.456268310546875,999.0
0.030897140502929688,999,0.00029800289163118014,0.03205821290612221,32.05821228027344,999.0
0.035612642765045166,999,0.0002979255204343483,0.07898365706205368,78.98365020751953,999.0
0.037007275968790054,999,0.00029784668927234964,0.04065484553575516,40.654842376708984,999.0
0.02822912484407425,999,0.000297766398923216,0.07742337137460709,77.42337036132812,999.0
0.032661281526088715,999,0.00029768465017938076,0.11201123148202896,112.01122283935547,999.0
0.03125268593430519,999,0.0002976014438476709,0.06759434193372726,67.5943374633789,999.0
0.0330924391746521,999,0.0002975167807492994,0.11619749665260315,116.19749450683594,999.0
0.0263510849326849,999,0.0002974306617198568,0.12010244280099869,120.1024398803711,999.0
0.03450171649456024,999,0.00029734308760930326,0.13163544237613678,131.63543701171875,999.0
0.037691712379455566,999,0.00029725405928195976,0.1306859850883484,130.68597412109375,999.0
0.03290542587637901,999,0.0002971635776165,0.11968539655208588,119.68539428710938,999.0
0.03374285250902176,999,0.00029707164350594156,0.1229776069521904,122.97760009765625,999.0
0.03792348876595497,999,0.0002969782578576369,0.12390891462564468,123.90890502929688,999.0
0.033054884523153305,999,0.00029688342159326476,0.11867702007293701,118.67701721191406,999.0
0.03326423093676567,999,0.0002967871356488207,0.13104428350925446,131.04428100585938,999.0
0.04039628431200981,999,0.00029668940097460816,0.13248896598815918,132.48895263671875,999.0
0.036869969218969345,999,0.00029659021853522887,0.11888682097196579,118.8868179321289,999.0
0.03368724510073662,999,0.00029648958930957357,0.13883838057518005,138.83837890625,999.0
