step_count,Max Step Count (Test),eval reward,lr,reward,Return (Test)
999,999.0,28.29147720336914,0.0003,35.951560974121094,28291.4765625
998,999.0,28.22624397277832,0.00029999925978027874,33.445064544677734,28226.2421875
999,999.0,28.188682556152344,0.00029999703912842054,34.12623977661133,28188.681640625
999,999.0,28.17352867126465,0.00029999333806634247,31.035459518432617,28173.52734375
999,999.0,28.165443420410156,0.00029998815663057245,32.34211730957031,28165.44140625
999,999.0,28.18239402770996,0.00029998149487224914,35.69565963745117,28182.392578125
999,999.0,28.205249786376953,0.00029997335285712143,38.78281021118164,28205.248046875
999,999.0,28.18467903137207,0.0002999637306655477,32.763973236083984,28184.677734375
999,999.0,28.180747985839844,0.000299952628392495,36.729156494140625,28180.74609375
999,999.0,28.189777374267578,0.0002999400461475385,36.189971923828125,28189.775390625
999,999.0,28.11957550048828,0.0002999259840548598,37.268367767333984,28119.57421875
999,999.0,28.19882583618164,0.000299910442253246,30.930728912353516,28198.82421875
999,999.0,28.187170028686523,0.00029989342089608846,30.675865173339844,28187.16796875
999,999.0,28.24722671508789,0.0002998749201513811,35.01411056518555,28247.224609375
999,999.0,28.19879913330078,0.00029985494020171884,32.467872619628906,28198.796875
999,999.0,28.198884963989258,0.00029983348124429566,35.275753021240234,28198.8828125
999,999.0,28.22348403930664,0.0002998105434909028,31.6607723236084,28223.482421875
999,999.0,28.24565315246582,0.0002997861271679266,37.821102142333984,28245.65234375
999,999.0,28.225122451782227,0.0002997602325163464,39.49362564086914,28225.12109375
999,999.0,28.246143341064453,0.0002997328597917319,36.69171905517578,28246.142578125
999,999.0,28.219032287597656,0.0002997040092642408,38.64632034301758,28219.03125
999,999.0,28.21915054321289,0.0002996736812186163,35.881744384765625,28219.1484375
999,999.0,28.261320114135742,0.0002996418759541838,31.61572265625,28261.318359375
999,999.0,28.1812744140625,0.0002996085937848486,33.450096130371094,28181.2734375
999,999.0,28.159849166870117,0.0002995738350390921,31.68095588684082,28159.84765625
999,999.0,28.17936897277832,0.0002995376000599692,34.54457092285156,28179.3671875
999,999.0,28.125642776489258,0.00029949988920510446,32.93784713745117,28125.640625
999,999.0,28.11577796936035,0.0002994607028466888,31.349157333374023,28115.77734375
999,999.0,28.051956176757812,0.00029942004137147586,33.48128890991211,28051.955078125
999,999.0,27.816457748413086,0.0002993779051807778,35.610939025878906,27816.45703125
999,999.0,27.699798583984375,0.0002993342946904619,36.63600158691406,27699.796875
999,999.0,27.895278930664062,0.0002992892103309462,41.475791931152344,27895.27734375
999,999.0,27.794189453125,0.00029924265254719496,39.7470817565918,27794.1875
999,999.0,27.98307991027832,0.00029919462179871475,32.98127746582031,27983.078125
999,999.0,27.941537857055664,0.0002991451185595498,38.18413543701172,27941.537109375
999,999.0,28.02640724182129,0.0002990941433182769,33.0248908996582,28026.40625
