step_count,Max Step Count (Test),eval reward,lr,reward,Return (Test)
999,999.0,-0.011506975628435612,0.0003,-0.009876827709376812,-11.506975173950195
998,999.0,-0.012318414635956287,0.00029999925978027874,0.009452358819544315,-12.318413734436035
999,999.0,-0.007399344351142645,0.00029999703912842054,0.010427447035908699,-7.399343967437744
999,999.0,-0.020342934876680374,0.00029999333806634247,0.015199155546724796,-20.342933654785156
999,999.0,-0.022725671529769897,0.00029998815663057245,-0.009611227549612522,-22.725669860839844
999,999.0,-0.01605004258453846,0.00029998149487224914,0.001278133480809629,-16.05004119873047
999,999.0,-0.020996708422899246,0.00029997335285712143,0.0012263241223990917,-20.996707916259766
999,999.0,-0.019939564168453217,0.0002999637306655477,0.010203175246715546,-19.939563751220703
999,999.0,-0.002044587628915906,0.000299952628392495,-0.017855282872915268,-2.0445876121520996
999,999.0,-0.0205541905015707,0.0002999400461475385,0.002850704360753298,-20.554189682006836
999,999.0,-0.017848828807473183,0.0002999259840548598,0.0062084561213850975,-17.848827362060547
999,999.0,-0.02668088860809803,0.000299910442253246,-0.006686883512884378,-26.68088722229004
999,999.0,-0.02098485827445984,0.00029989342089608846,0.013051827438175678,-20.9848575592041
999,999.0,-0.004089714493602514,0.0002998749201513811,0.003677342552691698,-4.089714527130127
999,999.0,-0.013228274881839752,0.00029985494020171884,0.0062011065892875195,-13.22827434539795
999,999.0,-0.023480311036109924,0.00029983348124429566,0.004646683111786842,-23.480310440063477
999,999.0,-0.013638407923281193,0.0002998105434909028,-0.0009979477617889643,-13.638407707214355
999,999.0,-0.01946776919066906,0.0002997861271679266,0.005115990061312914,-19.4677677154541
999,999.0,-0.01675921306014061,0.0002997602325163464,-0.0065121399238705635,-16.759212493896484
999,999.0,-0.024277128279209137,0.0002997328597917319,0.032414037734270096,-24.27712631225586
999,999.0,-0.011605523526668549,0.0002997040092642408,0.004297289066016674,-11.605523109436035
999,999.0,-0.013973936438560486,0.0002996736812186163,-0.0025955468881875277,-13.973936080932617
999,999.0,-0.021372132003307343,0.0002996418759541838,0.019520722329616547,-21.37213134765625
999,999.0,-0.019730988889932632,0.0002996085937848486,0.001192979863844812,-19.730987548828125
999,999.0,-0.00877396110445261,0.0002995738350390921,-0.00033802128746174276,-8.773961067199707
999,999.0,-0.019487982615828514,0.0002995376000599692,-0.021424544975161552,-19.48798179626465
999,999.0,-0.02477068454027176,0.00029949988920510446,0.005592977628111839,-24.77068328857422
999,999.0,-0.02021431364119053,0.0002994607028466888,0.007375206332653761,-20.214313507080078
999,999.0,-0.0032469688449054956,0.00029942004137147586,0.0026906300336122513,-3.2469687461853027
999,999.0,-0.024797311052680016,0.0002993779051807778,0.009473341517150402,-24.79730987548828
999,999.0,-0.022053830325603485,0.0002993342946904619,0.0023674576077610254,-22.053829193115234
999,999.0,-0.014284449629485607,0.0002992892103309462,0.007707582786679268,-14.284448623657227
999,999.0,-0.021622078493237495,0.00029924265254719496,-0.010750404559075832,-21.62207794189453
999,999.0,-0.02159104309976101,0.00029919462179871475,-0.0006045189220458269,-21.591041564941406
999,999.0,-0.025527052581310272,0.0002991451185595498,-0.0024764540139585733,-25.52705192565918
999,999.0,-0.025837808847427368,0.0002990941433182769,0.0025624914560467005,-25.837806701660156
999,999.0,-0.002040514489635825,0.0002990416965780012,-0.0019030858529731631,-2.0405144691467285
999,999.0,-0.008973272517323494,0.00029898777885635085,-0.01537349820137024,-8.973272323608398
999,999.0,-0.023205844685435295,0.000298932390685472,-0.0002184371987823397,-23.205842971801758
999,999.0,-0.016812646761536598,0.00029887553261202354,-0.007017028983682394,-16.812646865844727
999,999.0,-0.022408124059438705,0.00029881720519717164,0.007416508160531521,-22.408123016357422
999,999.0,-0.0011577244149520993,0.0002987574090165844,-0.012574248015880585,-1.157724380493164
999,999.0,-0.021468793973326683,0.00029869614466042593,-0.0030627958476543427,-21.468793869018555
999,999.0,-0.010517465882003307,0.0002986334127333508,-0.016790354624390602,-10.517465591430664
999,999.0,-0.02143523097038269,0.00029856921385449763,-0.0004183693090453744,-21.435230255126953
999,999.0,-0.01822046935558319,0.0002985035486574836,-0.012563508003950119,-18.220468521118164
999,999.0,-0.011349493637681007,0.00029843641779039756,-0.004005135502666235,-11.349493026733398
999,999.0,-0.026115454733371735,0.0002983678219157942,0.009638014249503613,-26.115453720092773
999,999.0,-0.02375124767422676,0.0002982977617106871,-0.0025177805218845606,-23.75124740600586
999,999.0,-0.018449047580361366,0.00029822623786654207,0.00690072076395154,-18.449047088623047
999,999.0,-0.011572591960430145,0.00029815325108927063,0.0119635546579957,-11.572591781616211
999,999.0,-0.013183167204260826,0.00029807880209922283,-0.018403319641947746,-13.18316650390625
999,999.0,-0.02706712670624256,0.00029800289163118014,0.014929994940757751,-27.06712532043457
999,999.0,-0.017048882320523262,0.0002979255204343483,0.0015035849064588547,-17.04888153076172
999,999.0,-0.005737610161304474,0.00029784668927234964,0.003022919874638319,-5.73760986328125
999,999.0,0.0003036642156075686,0.000297766398923216,0.027442820370197296,0.3036642074584961
999,999.0,-0.024809926748275757,0.00029768465017938076,-0.02107909508049488,-24.809925079345703
999,999.0,-0.011279929429292679,0.0002976014438476709,0.00623844750225544,-11.279929161071777
999,999.0,-0.020850585773587227,0.0002975167807492994,-0.006047000177204609,-20.850584030151367
999,999.0,-0.02588263899087906,0.0002974306617198568,0.0037230532616376877,-25.88263702392578
999,999.0,-0.01979934051632881,0.00029734308760930326,0.02351411059498787,-19.799339294433594
999,999.0,-0.015736078843474388,0.00029725405928195976,-0.002953269984573126,-15.736077308654785
999,999.0,-0.012888425029814243,0.0002971635776165,0.025996502488851547,-12.88842487335205
999,999.0,-0.008384824730455875,0.00029707164350594156,-0.025279022753238678,-8.384824752807617
999,999.0,-0.011494090780615807,0.0002969782578576369,0.0025717427488416433,-11.49409008026123
999,999.0,-0.021417072042822838,0.00029688342159326476,0.009725174866616726,-21.417070388793945
